movie_id,actor_name
Infected_(2008_film),Gil Bellows|Maxim Roy|Glenda Braganza
Infected_(2012_film),Michael Madsen|Christy Carlson Romano
Infection_(2003_film),Sven Medvešek|Leon Lučev|Lucija Šerbedžija
Infection_(2004_film),Masanobu Takashima|Kōichi Satō (actor)
Infelici_e_contenti,Marina Suma|Renato Pozzetto|Ezio Greggio
Infernal_Affairs,Anthony Wong (Hong Kong actor)|Eric Tsang|Andy Lau|Tony Leung Chiu-Wai
Infernal_Affairs_III,Anthony Wong (Hong Kong actor)|Chen Daoming|Andy Lau|Eric Tsang|Leon Lai|Tony Leung Chiu-wai|Kelly Chen
Inferno_(1953_film),William Lundigan|Robert Ryan|Rhonda Fleming
Inferno_(1980_film),Daria Nicolodi|Irene Miracle|Eleonora Giorgi|Alida Valli|Leigh McCloskey
Inferno_(1997_film),R. Madhavan|Don Wilson (kickboxer)|Deepti Bhatnagar
Inferno_(1999_film),Pat Morita|Danny Trejo
Inferno_(2001_film),Emily Booth (actress)
Inferno_(2016_film),Sidse Babett Knudsen|Omar Sy|Felicity Jones|Tom Hanks|Irrfan Khan|Ben Foster
Infini,Grace Huang|Luke Hemsworth|Daniel MacPherson
Infinitely_Polar_Bear,Keir Dullea|Zoe Saldana|Mark Ruffalo
Infinity_(film),Peter Riegert|Matthew Broderick|Patricia Arquette
Inga_(film),Marie Liljedahl
Ingeborg_Holm,Hilda Borgström
Ingenious_(2009_American_film),Jeremy Renner|Dallas Roberts|Ayelet Zurer|Marguerite Moreau
Inglourious_Basterds,NOT_FOUND
Ingrid_Bergman:_In_Her_Own_Words,NOT_FOUND
Ingrid_Goes_West,Billy Magnussen|Elizabeth Olsen|Aubrey Plaza|O'Shea Jackson Jr.|Wyatt Russell
Inhale_(film),Sam Shepard|Diane Kruger|Dermot Mulroney
Inherent_Vice_(film),Owen Wilson|Jena Malone|Reese Witherspoon|Joaquin Phoenix|Martin Short|Benicio del Toro|Josh Brolin|Maya Rudolph|Katherine Waterston
Inherit_the_Wind_(1960_film),Gene Kelly|Fredric March|Donna Anderson|Spencer Tracy|Dick York|Harry Morgan
Inherit_the_Wind_(1965_film),Melvyn Douglas|Ed Begley
Inherit_the_Wind_(1988_film),Kirk Douglas|Jason Robards|Darren McGavin|Jean Simmons
Inherit_the_Wind_(1999_film),Beau Bridges|Jack Lemmon|George C. Scott
Inheritance_(1920_film),Mary Odette|Jack Hobbs (actor)
Inheritance_(2001_film),NOT_FOUND
Inheritance_(2006_film),Helen Jonas-Rosenzweig
Inheritance_(2012_film),Hiam Abbass|Tom Payne (actor)|Hafsia Herzi
Initial_D_(film),Jay Chou|Shawn Yue|Edison Chen|Anne Suzuki
Initiation_Love,Fumino Kimura|Atsuko Maeda|Shota Matsuda
Inkheart_(film),Jim Broadbent|Helen Mirren|Eliza Bennett|Rafi Gavron|Sienna Guillory|Paul Bettany|Brendan Fraser|Andy Serkis
Inkubus,Robert Englund|Jonathan Silverman|Michelle Ray Smith|Mike Cerrone|William Forsythe (actor)|Joey Fatone
Inland_Empire_(film),Jeremy Irons|Krzysztof Majchrzak|Julia Ormond|Karolina Gruszka|Harry Dean Stanton|Peter J. Lucas|Laura Dern|Justin Theroux
Inn_of_the_Damned,Alex Cord|Judith Anderson|Michael Craig (actor)|Tony Bonner|Joseph Furst
Inner_Demons,NOT_FOUND
Inner_Sanctum_(1948_film),Mary Beth Hughes|Charles Russell (actor)
Inner_Workings_(film),NOT_FOUND
Inner_Worlds_Outer_Worlds,NOT_FOUND
Innerspace,Meg Ryan|Dennis Quaid|Kevin McCarthy (actor)|Martin Short
Innocence_(1923_film),Anna Q. Nilsson
Innocence_(2000_film),Julia Blake|Charles Tingwell
Innocence_(2004_film),Marion Cotillard
Innocence_(2005_film),NOT_FOUND
Innocence_(2013_film),Graham Phillips (actor)|Sarah Sutherland|Linus Roache|Perrey Reeves|Stephanie March|Kelly Reilly
Innocence_and_Desire,Edwige Fenech
Innocent_Blood_(film),Anthony LaPaglia|Robert Loggia|Anne Parillaud|Don Rickles
Innocent_Bystanders_(film),Stanley Baker
Innocent_Lies,Gabrielle Anwar|Stephen Dorff|Joanna Lumley|Adrian Dunbar
Innocent_Sorcerers,Kalina Jędrusik|Tadeusz Lomnicki|Wanda Koczeska|Zbigniew Cybulski
Innocent_Steps,Moon Geun-young|Park Gun-hyung
Innocent_Thing,Jo Bo-ah|Jang Hyuk
Insane_(film),NOT_FOUND
Insanitarium,Olivia Munn|Kiele Sanchez|Peter Stormare|Jesse Metcalfe|Kurt Caceres|Carla Gallo|Kevin Sussman|Evan Parke
Insanity_(film),Huang Xiaoming|Sean Lau|Fiona Sit
Insect_Woman_(1972_film),Youn Yuh-jung
Insecticidal,Meghan Heffern
Inseparable_(film),Gong Beibi|Kenneth Tsang Kong|Peter Stormare|Kevin Spacey|Yan Ni|Daniel Wu
Inserts_(film),Bob Hoskins|Jessica Harper|Stephen Davies (actor)|Richard Dreyfuss|Veronica Cartwright
Insiang,Hilda Koronel|Mona Lisa (actress)
Inside_(1996_film),Nigel Hawthorne|Louis Gossett Jr.|Eric Stoltz
Inside_(2007_film),Nathalie Roussel|Béatrice Dalle|Alysson Paradis|Nicolas Duvauchelle
Inside_(2011_film),Emmy Rossum|Jake Abel|Molly Hagan
Inside_(2013_film),"Paul Rae|Isaac C. Singleton, Jr.|Luke Goss|Derek Phillips (actor)"
Inside_Daisy_Clover,Christopher Plummer|Natalie Wood|Ruth Gordon|Roddy McDowall|Robert Redford
Inside_Deep_Throat,NOT_FOUND
Inside_Detroit,Pat O'Brien (actor)|Dennis O'Keefe
Inside_I'm_Dancing,Steven Robertson|Brenda Fricker|Romola Garai|James McAvoy
Inside_Job_(1946_film),Alan Curtis (American actor)|Preston Foster|Ann Rutherford|Milburn Stone
Inside_Job_(2010_film),NOT_FOUND
Inside_Llewyn_Davis,NOT_FOUND
Inside_Man,Christopher Plummer|Denzel Washington|Clive Owen|Willem Dafoe|Jodie Foster|Chiwetel Ejiofor
Inside_Men_(film),Jo Seung-woo|Baek Yoon-sik|Lee Byung-hun
Inside_Moves,John Savage (actor)|Amy Wright|David Morse (actor)|Tony Burton|Diana Scarwid
Inside_Out_(1975_film),Wolfgang Lukschy|Telly Savalas|Aldo Ray|James Mason|Günter Meisner|Robert Culp
Inside_Out_(1986_film),Elliott Gould|Howard Hesseman
Inside_Out_(2011_film),Michael Rapaport|Parker Posey|Triple H|Michael Cudlitz|Bruce Dern|Julie White
Inside_Out_(2015_film),Kyle MacLachlan|Diane Lane|Amy Poehler|Mindy Kaling|Lewis Black|Richard Kind|Bill Hader|Kaitlyn Dias|Phyllis Smith
Inside_or_Outside,Jang Hyuk|Simon Yam|Wallace Huo
Inside_the_Third_Reich_(film),Maria Schell|Rutger Hauer|Derek Jacobi|Trevor Howard|John Gielgud|Ian Holm|Blythe Danner|Randy Quaid
Inside_the_Walls_of_Folsom_Prison,Ted De Corsia|Steve Cochran|David Brian
Insidious:_Chapter_2,Rose Byrne|Patrick Wilson (American actor)|Lin Shaye|Barbara Hershey|Ty Simpkins
Insidious:_Chapter_3,Angus Sampson|Lin Shaye|Dermot Mulroney|Stefanie Scott
Insidious_(film),Barbara Hershey|Rose Byrne|Patrick Wilson (American actor)
Insidious_(film_series),Leigh Whannell|Lin Shaye|Angus Sampson
Insignificance_(film),Theresa Russell|Will Sampson|Tony Curtis|Gary Busey
Insomnia_(1997_film),Bjørn Floberg|Gisken Armand|Maria Bonnevie|Stellan Skarsgård|Sverre Anker Ousdal
Insomnia_(2002_film),NOT_FOUND
Inspector_Blunder,Marthe Villalonga|Martin Lamotte|Coluche|Julien Guiomar|Hubert Deschamps|Dominique Lavanant|Gérard Depardieu
Inspector_Clouseau_(film),Alan Arkin
Inspector_Gadget_(film),Dabney Coleman|Matthew Broderick|Joely Fisher|D. L. Hughley|Michelle Trachtenberg|Rupert Everett
Inspector_Gadget_2,Elaine Hendrix|French Stewart|D. L. Hughley
Inspiration_(1915_film),Audrey Munson|Thomas A. Curran
Inspiration_(1931_film),Robert Montgomery (actor)|Lewis Stone|Judith Vosselli|Marjorie Rambeau|Greta Garbo
Instinct_(1930_film),NOT_FOUND
Instinct_(film),"John Ashton (actor)|Anthony Hopkins|Cuba Gooding, Jr.|Maura Tierney|Donald Sutherland|George Dzundza"
Institute_Benjamenta,NOT_FOUND
Instructions_Not_Included,Alessandra Rosaldo|Eugenio Derbez
Intensity_(film),John C. McGinley|Molly Parker|Piper Laurie
Intercessor:_Another_Rock_'N'_Roll_Nightmare,Jon Mikl Thor
Interference_(film),Evelyn Brent|William Powell
Intergirl,Zinovy Gerdt|Ingeborga Dapkunaite|Larisa Malevannaya|Vsevolod Shilovsky|Lyubov Polishchuk|Elena Yakovleva
Interior._Leather_Bar.,Travis Mathews|James Franco|Brenden Shucart
Interiors,Sam Waterston|Geraldine Page|Diane Keaton|E. G. Marshall|Maureen Stapleton|Richard Jordan|Kristin Griffith|Mary Beth Hurt
Intermedio_(film),Amber Benson|Edward Furlong|Cerina Vincent|Steve Railsback|Paul Cram
Intermezzo_(1936_film),Ingrid Bergman|Gösta Ekman (senior)
Intermezzo_(1939_film),Cecil Kellaway|Leslie Howard (actor)|John Halliday (actor)|Ingrid Bergman|Edna Best
Intermission_(film),Colin Farrell|Cillian Murphy|Kelly Macdonald|Shirley Henderson|Colm Meaney
Internal_Affairs_(film),Richard Gere|Andy García
International_House_(1933_film),Rose Marie|Cab Calloway|Peggy Hopkins Joyce|George Burns|W.C. Fields|Bela Lugosi|Gracie Allen
Internes_Can't_Take_Money,Barbara Stanwyck|Joel McCrea|Stanley Ridges|Lloyd Nolan
Interrogation_(1979_film),Alexander Kalyagin|Rasim Balayev|Shafiga Mammadova
Interrogation_(1982_film),Adam Ferency|Janusz Gajos|Krystyna Janda
Interrogation_(2016_film),Edge (wrestler)|Lana (wrestling)
Interrupted_Melody,Glenn Ford|Cecil Kellaway|Eleanor Parker|Roger Moore
Intersection_(1994_film),Lolita Davidovich|Sharon Stone|Richard Gere|Martin Landau
Interstella_5555:_The_5tory_of_the_5ecret_5tar_5ystem,NOT_FOUND
Interstellar_(film),Matthew McConaughey|Bill Irwin|Jessica Chastain|Anne Hathaway|Michael Caine|Ellen Burstyn
Interval_(film),Merle Oberon
Interview_(1971_film),Ranjit Mullick|Karuna Banerjee
Interview_(1973_film),Adoor Bhasi|Jayabharathi|Prem Nazir|Kaviyoor Ponnamma
Interview_(2003_film),Pierre Bokma|Katja Schuurman
Interview_(2007_film),James Franco|Sienna Miller|Steve Buscemi|Danny Schechter
Interview_with_the_Assassin,Raymond J. Barry
Interviews_with_My_Lai_Veterans,NOT_FOUND
Intervista,Anita Ekberg|Sergio Rubini|Federico Fellini|Marcello Mastroianni
Interzone_(film),Bruce Abbott|Teagan Clive
Intimacy_(film),Kerry Fox|Susannah Harker|Mark Rylance|Timothy Spall
Intimate_Enemies_(2007_film),Albert Dupontel|Benoît Magimel
Intimate_Enemies_(2015_film),Go Joon-hee|Ryoo Seung-bum
Intimate_Lighting,NOT_FOUND
Intimate_Relations_(1937_film),Garry Marsh|June Clyde|Jack Hobbs (actor)
Intimate_Relations_(1953_film),Harold Warrender
Intimate_Relations_(1996_film),Julie Walters|Rupert Graves|Laura Sadler
Intimate_Strangers_(1977_film),Sally Struthers|Larry Hagman|Tyne Daly|Dennis Weaver
Intimate_Strangers_(2004_film),Sandrine Bonnaire|Fabrice Luchini|Michel Duchaussoy
Into_Eternity_(film),NOT_FOUND
Into_Great_Silence,NOT_FOUND
Into_Temptation_(film),Bruce A. Young|Brian Baumgartner|Jeremy Sisto|Kristin Chenoweth
Into_Thin_Air:_Death_on_Everest,Peter Horton|Richard Jenkins|Christopher MacDonald
Into_a_Dream,Joe Odagiri|Tetsushi Tanaka|Jun Murakami
Into_the_Abyss_(film),Werner Herzog
Into_the_Badlands,Bruce Dern|Helen Hunt|Mariel Hemingway
Into_the_Blue_(1950_film),Jack Hulbert|Michael Wilding (actor)|Odile Versois
Into_the_Blue_(2005_film),Paul Walker|Jessica Alba
Into_the_Blue_2:_The_Reef,Mircea Monroe|Marsha Thomason|Laura Vandervoort|Chris Carmack|David Anders|Michael Graziadei
Into_the_Forest,Max Minghella|Evan Rachel Wood|Callum Keith Rennie|Wendy Crewson|Michael Eklund
Into_the_Grizzly_Maze,James Marsden|Scott Glenn|Thomas Jane|Billy Bob Thornton|Piper Perabo
Into_the_Inferno_(film),NOT_FOUND
Into_the_Mirror,Yoo Ji-tae|Kim Myung-min
Into_the_Night_(film),Richard Farnsworth|Irene Papas|Michelle Pfeiffer|Jeff Goldblum|Kathryn Harrold
Into_the_Storm_(2009_film),Janet McTeer|James D'Arcy|Robert Pugh|Patrick Malahide|Brendan Gleeson
Into_the_Storm_(2014_film),NOT_FOUND
Into_the_Sun_(1992_film),Anthony Michael Hall|Deborah Moore|Michael Paré
Into_the_Sun_(2005_film),Matthew Davis|Eddie George|William Atherton|Juliette Marquis|Takao Osawa
Into_the_West_(film),NOT_FOUND
Into_the_White,Rupert Grint|Florian Lukas|David Kross|Lachlan Nieboer|Stig Henrik Hoff
Into_the_Wild_(film),Kristen Stewart|Jena Malone|Vince Vaughn|Zach Galifianakis|Catherine Keener|William Hurt|Emile Hirsch|Hal Holbrook|Marcia Gay Harden
Into_the_Woods_(film),Emily Blunt|James Corden|Johnny Depp|Christine Baranski|Anna Kendrick|Meryl Streep|Tracey Ullman|Chris Pine
Intolerable_Cruelty,NOT_FOUND
Intoxication_(film),Alfred Abel|Asta Nielsen
Introducing_Dorothy_Dandridge,Brent Spiner|Klaus Maria Brandauer|Halle Berry
Intruder_(1989_film),Renée Estevez|Dan Hicks (actor)
Intruder_(1997_film),Moses Chan|Wayne Lai|Jacklyn Wu
Intruder_(2016_film),Louise Linton|Steven Beckingham|Moby
Intruder_in_the_Dust_(film),"Juano Hernández|Claude Jarman, Jr.|David Brian"
Intruders_(2011_film),Ella Purnell|Clive Owen|Carice van Houten|Daniel Brühl|Pilar López de Ayala
Intruders_(2013_film),NOT_FOUND
Inuyasha_the_Movie:_Affections_Touching_Across_Time,Tomoko Kawakami|Asako Dodo|Hisako Kyoda|Noriko Hidaka|Akiko Nakagawa|Katsumi Suzuki|Mamiko Noto|Kappei Yamaguchi|Kenichi Ogata (voice actor)|Kumiko Watanabe|Ken Narita|Yuichi Nagashima|Hekiru Shiina|Tomokazu Seki|Satsuki Yukino|Houko Kuwashima|Koji Tsujitani|Toshihiko Nakajima
Inuyasha_the_Movie:_The_Castle_Beyond_the_Looking_Glass,NOT_FOUND
Invader_(film),Hans Bachmann
Invaders_from_Mars_(1953_film),Jimmy Hunt|Leif Erickson (actor)|Helena Carter|Hillary Brooke|Arthur Franz|Morris Ankrum
Invaders_from_Mars_(1986_film),Timothy Bottoms|Laraine Newman|James Karen|Bud Cort|Louise Fletcher|Hunter Carson|Karen Black
Invaders_from_Space,Ken Utsui
Invasion_(1966_film),Edward Judd|Yoko Tani
Invasion_(2014_film),NOT_FOUND
Invasion_U.S.A._(1952_film),Dan O'Herlihy|Gerald Mohr|Peggie Castle
Invasion_U.S.A._(1985_film),Richard Lynch (actor)|Chuck Norris
Invasion_from_Inner_Earth,NOT_FOUND
Invasion_of_Astro-Monster,Yoshio Tsuchiya|Haruo Nakajima|Kumi Mizuno|Akira Kubo|Nick Adams (actor)|Jun Tazaki|Akira Takarada
Invasion_of_the_Bee_Girls,Anitra Ford|Victoria Vetri|William Smith (actor)
Invasion_of_the_Blood_Farmers,NOT_FOUND
Invasion_of_the_Body_Snatchers,Larry Gates|King Donovan|Kevin McCarthy (actor)|Dana Wynter|Carolyn Jones
Invasion_of_the_Body_Snatchers_(1978_film),NOT_FOUND
Invasion_of_the_Neptune_Men,Sonny Chiba
Invasion_of_the_Star_Creatures,Frank Ray Perilli
Inventing_the_Abbotts,Joaquin Phoenix|Jennifer Connelly|Liv Tyler|Billy Crudup|Joanna Going
Investigating_Sex,Jeremy Davies (actor)|Alan Cumming|Robin Tunney|John Light (actor)|Dermot Mulroney|Julie Delpy|Nick Nolte|Til Schweiger|Neve Campbell
Investigation_Held_by_Kolobki,Leonid Bronevoy
Investigation_of_a_Citizen_Above_Suspicion,Florinda Bolkan|Gian Maria Volontè
Invictus_(film),Matt Damon|Morgan Freeman
Invincible_(2001_drama_film),Jouko Ahola|Anna Gourari|Tim Roth
Invincible_(2006_film),Mark Wahlberg|Greg Kinnear|Elizabeth Banks
Invincible_Shaolin,Lo Mang|Lu Feng|Kuo Chui|Chiang Sheng
Invisible_(2011_film),Ronit Elkabetz
Invisible_(2015_film),Allen Dizon
Invisible_Adversaries,NOT_FOUND
Invisible_Agent,Ilona Massey|Jon Hall (actor)
Invisible_Avenger,Richard Derr
Invisible_Ghost,John McGuire (actor)|Bela Lugosi|Polly Ann Young
Invisible_Invaders,John Carradine|Philip Tonge|John Agar
Invisible_Mom,Dee Wallace|Barry Livingston
Invisible_Sister,Paris Berelc|Rowan Blanchard
Invisible_Stripes,Humphrey Bogart|George Raft|Jane Bryan|William Holden
Invitation_(film),Van Johnson|Dorothy McGuire|Ruth Roman
Invitation_au_voyage,Laurent Malet
Invitation_to_Happiness,"Marion Martin|Fred MacMurray|William Collier, Sr.|Charlie Ruggles|Irene Dunne"
Invitation_to_Hell_(1982_film),NOT_FOUND
Invitation_to_Hell_(1984_film),Joanna Cassidy|Kevin McCarthy (actor)|Susan Lucci|Robert Urich|Joe Regalbuto
Invitation_to_a_Gunfighter,George Segal|Janice Rule|Yul Brynner
Invitation_to_the_Dance_(film),Gene Kelly|Tommy Rall|Tamara Toumanova|Igor Youskevitch
Involution_(film),NOT_FOUND
Ip_Man:_The_Final_Fight,Anita Yuen|Gillian Chung|Jordan Chan|Anthony Wong (Hong Kong actor)|Eric Tsang
Ip_Man_(film),Gordon Lam|Xing Yu|Donnie Yen|Chen Zhihui|Hiroyuki Ikeuchi|Simon Yam|Louis Fan|Lynn Hung
Ip_Man_(film_series),Donnie Yen
Ip_Man_2,Kent Cheng|Donnie Yen|Sammo Hung|Huang Xiaoming|Lynn Hung
Ip_Man_3,Tats Lau|Bryan Leung|Karena Ng|Kent Cheng|Zhang Jin (actor)|Danny Chan Kwok-kwan|Donnie Yen|Louis Cheung|Mike Tyson|Patrick Tam (actor)|Lynn Hung
Iphigenia_(film),NOT_FOUND
Iqbal_(film),Prateeksha Lonkar|Shweta Prasad|Shreyas Talpade|Naseeruddin Shah|Yatin Karyekar|Girish Karnad
Iracema_(1917_film),Iracema de Alencar|Vittorio Capellaro
Iracema_(1949_film),Mário Brasini|Ilka Soares
Iraq_for_Sale:_The_War_Profiteers,Bill Peterson|Janis Karpinski
Iraq_in_Fragments,NOT_FOUND
Irene_(1926_film),George K. Arthur|Colleen Moore|Lloyd Hughes
Irene_(1940_film),Roland Young|Anna Neagle|Alan Marshal (actor)|Ray Milland
Irene_(2009_film),NOT_FOUND
Irene_in_Time,NOT_FOUND
Irina_Palm,Marianne Faithfull|Kevin Bishop|Miki Manojlović
Iris_(1916_film),Henry Ainley|Alma Taylor|Stewart Rome
Iris_(1987_film),Monique van de Ven
Iris_(2001_film),Hugh Bonneville|Jim Broadbent|Judi Dench|Kate Winslet
Irish_Eyes_Are_Smiling,June Haver|Dick Haymes|Monty Woolley
Irma_Vep,Nathalie Richard|Jean-Pierre Léaud|Maggie Cheung
Irma_la_Douce,Jack Lemmon|Shirley MacLaine
Iron_&_Silk_(1990_film),Mark Salzman
Iron_Eagle,"David Suchet|Caroline Lagerfelt|Jason Gedrick|Tim Thomerson|Louis Gossett, Jr.|Larry B. Scott"
Iron_Eagle_II,"Mark Humphrey (actor)|Maury Chaykin|Louis Gossett, Jr.|Stuart Margolin"
Iron_Jawed_Angels,Frances O'Connor|Hilary Swank|Julia Ormond|Anjelica Huston
Iron_Maiden:_Flight_666,Iron Maiden
Iron_Man_(1931_film),Robert Armstrong (actor)|Lew Ayres|Jean Harlow
Iron_Man_(1951_film),Evelyn Keyes|Stephen McNally|Jeff Chandler (actor)
Iron_Man_(2008_film),Jeff Bridges|Robert Downey Jr.|Terrence Howard|Gwyneth Paltrow|Shaun Toub
Iron_Man_2,NOT_FOUND
Iron_Man_3,NOT_FOUND
Iron_Monkey_(1977_film),Kuan Tai Chen
Iron_Monkey_(1993_film),Angie Tsang|Donnie Yen|Yu Rongguang
Iron_Monkey_2,Billy Chow|Wu Ma|Donnie Yen
Iron_Sky,Götz Otto|Stephanie Paul|Udo Kier|Julia Dietze|Peta Sergeant
Iron_Will,Kevin Spacey|Mackenzie Astin|David Ogden Stiers
Ironclad_(film),NOT_FOUND
Ironheart,Bolo Yeung|Richard Norton (actor)
Ironweed_(film),Diane Venora|Carroll Baker|Jack Nicholson|Michael O'Keefe|Tom Waits|Fred Gwynne|Meryl Streep
Irrational_Man_(film),Emma Stone|Jamie Blackley|Joaquin Phoenix|Parker Posey
Irreconcilable_Differences,Ryan O'Neal|Sam Wanamaker|Allen Garfield|Shelley Long|Drew Barrymore|Sharon Stone
Irreplaceable_(film),Marianne Denicourt|François Cluzet
Irresistible_(film),Emily Blunt|Susan Sarandon|Sam Neill
Iru_Mugan,Nithya Menen|Nassar|Karunakaran (actor)|Nayantara|Vikram (actor)|Riythvika|Thambi Ramaiah
Is_Anybody_There%3F,David Morrissey|Bill Milner|Michael Caine|Anne-Marie Duff
Is_It_Just_Me%3F_(film),Adam Huss|Nicholas Downs
Is_My_Face_Red%3F,Helen Twelvetrees|Ricardo Cortez|Jill Esmond|Robert Armstrong (actor)|Arline Judge
Is_Paris_Burning%3F,Alain Delon|Yves Montand|Robert Stack|Kirk Douglas|Gert Fröbe|Jean-Paul Belmondo|Glenn Ford
Is_There_Sex_After_Death%3F,"Mink Stole|Alan Abel|Buck Henry|Holly Woodlawn|Robert Downey, Sr."
Is_the_Man_Who_Is_Tall_Happy%3F,Noam Chomsky
Isabella_(1988_film),Balachandra Menon|Sumalatha|Nedumudi Venu
Isabella_(2006_film),Anthony Wong Chau Sang|Isabella Leong|Chapman To
Isadora,John Fraser (actor)|Jason Robards|Vanessa Redgrave|James Fox
Ishaqzaade,Gauhar Khan|Parineeti Chopra|Arjun Kapoor
Ishq_(1997_film),Kajol|Shweta Menon|Ajay Devgan|Aamir Khan|Juhi Chawla
Ishq_(2012_film),Nithya Menen|Nitin Kumar Reddy
Ishq_Vishk,Shenaz Treasurywala|Shahid Kapoor|Amrita Rao
Ishqiya,Salman Shahid|Naseeruddin Shah|Vidya Balan|Arshad Warsi
Ishtar_(film),Dustin Hoffman|Isabelle Adjani|Jack Weston|Charles Grodin
Islam:_Empire_of_Faith,Ben Kingsley
Island_(1989_film),Chris Haywood|Irene Papas
Island_City_(2015_film),Chandan Roy Sanyal|Amruta Subhash|Vinay Pathak|Uttara Baokar|Ashwin Mushran|Tannishtha Chatterjee
Island_in_the_Sky_(1938_film),Michael Whalen (actor)|Gloria Stuart
Island_in_the_Sky_(1953_film),Andy Devine|Harry Carey Jr.|Lloyd Nolan|James Arness|John Wayne
Island_in_the_Sun_(film),Joan Collins|Michael Rennie|Joan Fontaine|Dorothy Dandridge|James Mason|Harry Belafonte
Island_of_Blood_(1982_film),Michael Stroka|Richard Helm|Marie-Alise Recasner
Island_of_Death_(film),Jessica Dublin
Island_of_Lemurs:_Madagascar,NOT_FOUND
Island_of_Lost_Men,Anna May Wong|J. Carrol Naish
Island_of_Lost_Souls_(1932_film),Charles Laughton|Kathleen Burke|Leila Hyams|Bela Lugosi|Richard Arlen
Island_of_Lost_Souls_(2007_film),NOT_FOUND
Island_of_Lost_Women,Alan Napier|June Blair|Diane Jergens|Venetia Stevenson|John Smith (actor)|Jeff Richards (baseball player/actor)
Island_of_Love_(film),Giorgia Moll|Walter Matthau|Tony Randall|Robert Preston (actor)
Island_of_Terror,Eddie Byrne|Carole Gray|Peter Cushing|Edward Judd
Island_of_the_Blue_Dolphins_(film),George Kennedy|Celia Kaye|Carlos Romero (actor)
Island_of_the_Dead_(2000_film),Mos Def|Talisa Soto|Malcolm McDowell|Bruce Ramsay
Islands_(film),Ivan Franek|Giorgio Colangeli|Asia Argento
Islands_in_the_Stream_(film),David Hemmings|Gilbert Roland|George C. Scott
Isle_of_Flowers,NOT_FOUND
Isle_of_Fury,NOT_FOUND
Isle_of_the_Dead_(film),Boris Karloff|Ellen Drew
Isle_of_the_Snake_People,Julissa|Boris Karloff
Ismael's_Ghosts,Louis Garrel|Mathieu Amalric|Marion Cotillard|Charlotte Gainsbourg
Isolation_(2005_film),Ruth Negga|Essie Davis|John Lynch (actor)|Stanley Townsend|Marcel Iureș
Isolation_(2009_film),NOT_FOUND
Istanbul_(film),Errol Flynn|Cornell Borchers|John Bentley (actor)
Istanbul_Tales,NOT_FOUND
It!_The_Terror_from_Beyond_Space,Kim Spalding|Shirley Patterson|Marshall Thompson
It's_About_You,John Mellencamp
It's_Alive_(1974_film),Andrew Duggan|Guy Stockwell|Michael Ansara|Sharon Farrell|John P. Ryan (actor)
It's_Alive_(2008_film),Bijou Phillips|James Murray (English actor)|Raphaël Coleman
It's_Alive_III:_Island_of_the_Alive,Laurene Landon|Neal Israel|Macdonald Carey|Michael Moriarty|Gerrit Graham|Karen Black
It's_All_About_Love,Joaquin Phoenix
It's_All_Gone_Pete_Tong,Beatriz Batarda|Mike Wilmot|Paul Kaye|Kate Magowan
It's_All_True_(film),NOT_FOUND
It's_Always_Fair_Weather,Gene Kelly|Dolores Gray|Cyd Charisse|Michael Kidd|David Burns (actor)|Dan Dailey
It's_Complicated_(film),NOT_FOUND
It's_Impossible_to_Learn_to_Plow_by_Reading_Books,Richard Linklater
It's_Kind_of_a_Funny_Story_(film),Viola Davis|Jim Gaffigan|Zach Galifianakis|Emma Roberts|Keir Gilchrist|Lauren Graham|Zoë Kravitz
It's_Love_I'm_After,Bette Davis|Olivia de Havilland|Leslie Howard (actor)
It's_My_Party_(film),George Segal|Margaret Cho|Roddy McDowall|Bruce Davison|Lee Grant|Olivia Newton-John|Devon Gummersall|Eric Roberts
It's_My_Turn_(film),Charles Grodin|Jill Clayburgh|Michael Douglas
It's_Only_Money,Jerry Lewis|Zachary Scott|Joan O'Brien|Mae Questel
It's_Only_the_End_of_the_World,Nathalie Baye|Marion Cotillard|Léa Seydoux|Gaspard Ulliel|Vincent Cassel
It's_Pat,NOT_FOUND
It's_Such_a_Beautiful_Day_(film),NOT_FOUND
It's_Tough_to_Be_Famous,"David Landau (actor)|Walter Catlett|Douglas Fairbanks, Jr.|Emma Dunn|Mary Brian"
It's_a_Bikini_World,Deborah Walley|Tommy Kirk|Bobby Pickett
It's_a_Boy_Girl_Thing,Emily Hampshire|Kevin Zegers|Mpho Koaho|Samaire Armstrong|Sherry Miller|Brooke D'Orsay|Sharon Osbourne|Maury Chaykin|Genelle Williams|Robert Joy
It's_a_Date,Kay Francis|Deanna Durbin|Walter Pidgeon
It's_a_Disaster,David Cross|Julia Stiles|Rachel Boston|Jeff Grace|America Ferrera|Erinn Hayes
It's_a_Dog's_Life_(film),Dean Jagger|Edmund Gwenn|Vic Morrow|Jeff Richards (baseball player/actor)
It's_a_Free_World...,Kierston Wareing
It's_a_Gift,Jean Rouverol|Tammany Young|W. C. Fields|Kathleen Howard
It's_a_Gift_(1923_film),Snub Pollard
It's_a_Great_Feeling,Jack Carson|Dennis Morgan|Doris Day
It's_a_Great_Life,Frances Bavier|William Bishop (actor)|Michael O'Shea (actor)|Barbara Bates|James Dunn (actor)
It's_a_Great_Life_(1929_film),Lawrence Gray|Vivian Duncan|Benny Rubin|Jed Prouty|Rosetta Duncan
It's_a_Great_Life_(film),Larry Simms|Penny Singleton|Arthur Lake (actor)
